,Date,Time,MMSI,Lon,Lat,COG,SOG,VesselName,VesselType,DimA,DimB,DimC,DimD,Destination
411,2024-02-24,09:32:07,538009597.0,126.53187667,35.9741,166.8,0.0,BBC EDGE,CARGO,197.0,28.0,20.0,12.0,KRMAS>SGSIN
412,2024-02-24,09:32:24,538009702.0,126.427834741233,37.24231177544786,128.7,0.05144,HUA DONG YUAN 2,ETC,249.0,43.0,28.0,17.0,
413,2024-02-24,09:32:22,538009948.0,126.22551,37.08282,322.0,0.0,NORTHERN MONUMENT,CONTAINER,172.0,28.0,19.0,13.0,CNXMN>CNZOS
414,2024-02-24,09:32:13,538010155.0,125.34035,36.38132,206.6,0.0,UNION GLORY,CARGO,193.0,32.0,20.0,12.0,CN NBG
415,2024-02-24,09:32:21,538010393.0,126.76715833,36.98147167,161.5,0.0,SHUN YUAN 18,LPG,154.0,28.0,11.0,19.0,DONG YING
416,2024-02-24,09:32:07,538010680.0,126.32726691015444,35.961971131262004,265.6,5.81272,GJERTRUD MAERSK,CONTAINER,150.0,28.0,20.0,10.0,CNSGH>CNYAT
417,2024-02-24,09:32:24,538010693.0,126.22125051222491,37.24067324766057,208.3,9.31064,MARAN EXPLORER,BULK,145.0,41.0,24.0,11.0,CN ZOS
418,2024-02-24,09:32:21,563108600.0,126.32791833,37.00304167,109.7,0.0,DUNE,TANKER,148.0,35.0,11.0,24.0,FOR ORDER
419,2024-02-24,09:32:06,563179200.0,125.30356061332299,35.819134522549525,211.3,6.53288,RUN JIU 8,CHEMICAL_TANKER,208.0,42.0,15.0,29.0,CHUAN SHAN
420,2024-02-24,09:32:20,563200400.0,126.83937333,36.96155,118.2,0.0,NORTHERN MONUMENT,CONTAINER,180.0,20.0,14.0,17.0,CNXMN>CNZOS
421,2024-02-24,09:32:21,563689000.0,126.79206681515844,36.99379237430391,143.1,0.05144,HAI YUE 167,TUG,189.0,41.0,23.0,14.0,ZHOU SHAN
422,2024-02-24,09:32:26,564079000.0,126.52175544535228,37.35287124561571,211.0,7.92176,DA CHI,PRODUCT_TANKER,17.0,120.0,11.0,11.0,NING BO
423,2024-02-24,09:32:07,565063000.0,126.47263594709602,35.96553973703466,253.5,5.401199999999999,POLARIS,CHEMICAL_TANKER,80.0,18.0,10.0,9.0,KR TSN
424,2024-02-24,09:32:10,567274000.0,125.83325863484036,36.13173954085555,171.0,6.37856,SM EMERALD,BULK,160.0,30.0,15.0,17.0,NCTUD
425,2024-02-24,09:32:22,613904000.0,125.48212945492116,37.05881711759145,340.8,0.05144,HUA LE 8,CARGO,56.0,20.0,8.0,4.0,VN NGH
426,2024-02-24,09:32:22,636015034.0,126.149165,37.05266833,149.2,0.0,SEATTLE,BULK,194.0,31.0,13.0,19.0,AU PHE
427,2024-02-24,09:32:25,636015481.0,126.6335779186924,37.34137923442066,102.2,0.05144,IOLI,BULK,130.0,42.0,20.0,7.0,CN HUH
428,2024-02-24,09:32:21,636016112.0,126.33925167,37.00581667,342.9,0.0,KAN TAN 226,TUG,100.0,15.0,6.0,10.0,DONGHAI OILFIELD
429,2024-02-24,09:32:21,636016351.0,126.14739667,37.03100333,60.1,0.0,JAG ALAIA,BULK,257.0,43.0,29.0,21.0,ZHOUSHAN
430,2024-02-24,09:32:21,636016824.0,126.43159167,37.01377167,246.4,0.0,SCF IRTYSH,CHEMICAL_TANKER,165.0,25.0,21.0,11.0,TWTXG
431,2024-02-24,09:32:21,636017768.0,126.4291182520454,37.01452533349125,134.5,0.05144,IOLI,BULK,131.0,41.0,6.0,21.0,CN HUH
432,2024-02-24,09:32:21,636020587.0,126.70864247575805,36.99795882500136,146.0,0.05144,JIAN XIANG,BULK,260.0,29.0,25.0,20.0,CN ZHOUSHAN
433,2024-02-24,09:32:21,636020697.0,126.76570667,36.981895,118.2,0.0,DEHANG,CHEMICAL_TANKER,185.0,15.0,15.0,17.0,OPEN SEA
434,2024-02-24,09:32:22,636020879.0,126.18433998718068,37.04304512266351,4.6,0.05144,FENG HAI 30,CHEMICAL_TANKER,156.0,27.0,21.0,11.0,ZHOU SHAN
435,2024-02-24,09:32:24,636020997.0,126.42792667,37.24663167,359.0,0.0,NAN FENG ZHI XING,ETC,261.0,31.0,23.0,23.0,FOR  ORDERS
436,2024-02-24,09:32:21,636021037.0,126.33982833,37.00696833,132.5,0.0,SM GOSEONG,BULK,182.0,43.0,18.0,18.0,TABONEO INDONESIA
437,2024-02-24,09:32:08,636021148.0,126.58833333,35.97666667,130.0,0.0,JIN ZHAO 11,CARGO,169.0,31.0,10.0,22.0,
438,2024-02-24,09:32:22,636021775.0,126.36782159952729,37.04276491640393,347.5,0.15431999999999998,HONG HENG 168,PRODUCT_TANKER,93.0,17.0,3.0,14.0,TIAN JIN
439,2024-02-24,09:32:21,636021861.0,126.26411596191359,36.993003483134295,292.4,0.05144,FLAG FILIA,BULK,278.0,55.0,34.0,26.0,"SAMARINDA,INDO"
440,2024-02-24,09:32:25,636022827.0,126.25780453906864,37.285258774812156,211.3,3.3950399999999994,EVER SALUTE,CONTAINER,274.0,56.0,27.0,33.0,TW KHH > CN NGB
441,2024-02-24,09:32:18,636023466.0,125.46700123391034,36.79129215101071,270.1,4.423839999999999,LAKE DESPINA,BULK,262.0,38.0,19.0,31.0,ID SRI
442,2024-02-24,09:32:21,636023470.0,126.71524833,36.99465333,313.1,0.0,AMINA,BULK,196.0,33.0,24.0,12.0,ZHOUSHAN(CHINA)
443,2024-02-24,09:32:06,636023755.0,125.76641510811483,35.86700021815168,328.2,6.43,ALBANY PIONEER,ETC,105.0,21.0,6.0,15.0,CNNTG
444,2024-02-24,09:32:23,667001857.0,126.48414388128292,37.153190831821085,286.7,0.05144,XIN MING ZHOU 98,CONTAINER,77.0,10.0,6.0,7.0,CN NBG
445,2024-02-24,09:32:22,667001995.0,125.54314,37.09242333,181.1,0.0,ZHONG LIANG HONG JIA,CARGO,59.0,12.0,6.0,6.0,TAI ZHOU
446,2024-02-24,09:32:06,667003019.0,126.08501029271694,35.86742681833799,235.9,4.989679999999999,TRUONGMINHPROSPERITY,BULK,68.0,19.0,7.0,6.0,TANAH KUNING
447,2024-02-24,09:32:23,667003311.0,126.47163022671488,37.152387017606465,252.3,0.05144,MSC LAUSANNE VI,CONTAINER,101.0,21.0,6.0,12.0,ZHOUSHAN ANCHORAGE
448,2024-02-24,09:32:07,671095100.0,126.61814248890742,35.97322135635897,25.5,0.05144,GOLDEN DUKE,BULK,72.0,15.0,12.0,1.0,CN LSN
449,2024-02-24,09:32:07,671251100.0,126.45271510342991,35.93928367945814,139.2,0.10288,SM EMERALD,BULK,66.0,16.0,7.0,6.0,NCTUD
450,2024-02-24,09:32:21,671338100.0,126.74837589726833,36.990457638920866,297.3,4.732479999999999,JING SHUN,BULK,83.0,21.0,7.0,8.0,TAIPEI
451,2024-02-24,09:32:23,677069100.0,125.4577234603755,37.11366285970675,191.3,0.2572,DA CHI,PRODUCT_TANKER,52.0,15.0,5.0,7.0,NING BO
